order_id,customer_id,restaurant_id,delivery_partner_id,order_timestamp,subtotal_amount,discount_amount,delivery_fee,total_amount,is_cod,is_cancelled
ORD202503001845,CUST166019,REST16926,DP13994,09-03-2025 22.52,641.57,0,32.18,673.75,N,N
ORD202503009616,CUST113320,REST11387,DP14985,09-03-2025 22.53,417.69,79.88,27.99,365.8,N,N
ORD202503002597,CUST122254,REST03177,,09-03-2025 22.54,0,0,0,0,N,Y
ORD202503005025,CUST125240,REST02098,DP08958,09-03-2025 22.55,571.92,0,33.18,605.1,N,N
ORD202503017797,CUST052313,REST01631,DP08170,09-03-2025 22.55,335.45,50.74,21.98,306.68,N,N
ORD202503024194,CUST175730,REST00544,DP00396,09-03-2025 22.55,375.51,0,40.43,415.94,N,N
ORD202503020867,CUST169716,REST18798,DP13279,09-03-2025 22.57,565.52,0,27.61,593.13,Y,N
ORD202503001700,CUST186793,REST08199,DP01338,09-03-2025 22.58,833.34,103.03,43.49,773.81,N,N
ORD202503022308,CUST099202,REST03038,DP05406,09-03-2025 22.58,459.21,0,29.83,489.04,N,N
ORD202503005451,CUST073913,REST16952,DP08172,09-03-2025 22.59,211.72,0,25.1,236.82,Y,N
ORD202503014075,CUST091420,REST05896,DP01049,10-03-2025 12.00,226.81,0,31.71,258.52,N,N
ORD202503009285,CUST131265,REST02553,DP05302,10-03-2025 12.00,279.8,0,35.49,315.29,N,N
ORD202503016933,CUST016527,REST07422,DP01285,10-03-2025 12.00,370.81,0,34.47,405.28,Y,N
ORD202503001297,CUST114433,REST07287,DP02706,10-03-2025 12.01,421.16,96.82,26.72,351.06,N,N
ORD202503020543,CUST183266,REST09656,DP12490,10-03-2025 12.01,310.65,0,21.85,332.5,Y,N
ORD202503016533,CUST155285,REST06226,DP00901,10-03-2025 12.02,305.91,0,41.97,347.87,Y,N
ORD202503001549,CUST195620,REST19293,DP02458,10-03-2025 12.03,254.21,0,40.06,294.27,Y,N
ORD202503024478,CUST038645,REST15243,DP05373,10-03-2025 12.03,344.61,79.03,29.4,294.99,N,N
ORD202503017788,CUST142206,REST08143,DP10091,10-03-2025 12.04,273.3,0,38.81,312.12,Y,N
ORD202503023378,CUST075743,REST12809,DP02208,10-03-2025 12.04,386.47,0,21.23,407.7,N,N
ORD202503015089,CUST047310,REST00142,DP11775,10-03-2025 12.04,402.75,0,27.98,430.73,Y,N
ORD202503021383,CUST036026,REST17459,DP03799,10-03-2025 12.04,375.93,32.67,40.75,384.02,Y,N
ORD202503011215,CUST178525,REST00723,DP14794,10-03-2025 12.05,265.22,0,40.16,305.38,N,N
ORD202503017723,CUST074322,REST14386,DP08697,10-03-2025 12.05,225.12,0,37.79,262.92,N,N
ORD202503001992,CUST174825,REST18321,DP03156,10-03-2025 12.05,273.27,0,30.48,303.75,N,N
ORD202503021299,CUST076149,REST10771,DP02633,10-03-2025 12.05,304.26,0,20.85,325.12,N,N
ORD202503024438,CUST111642,REST12303,DP08272,10-03-2025 12.06,245.98,56.69,35.95,225.24,N,N
ORD202503023072,CUST105874,REST04028,DP14200,10-03-2025 12.06,185.65,0,43.35,229,N,N
ORD202503012048,CUST023375,REST06476,DP01528,10-03-2025 12.06,206.86,39.62,21.35,188.59,N,N
ORD202503009745,CUST065201,REST04947,DP01976,10-03-2025 12.06,389.17,0,28.19,417.36,N,N
ORD202503011565,CUST133970,REST06691,DP06915,10-03-2025 12.07,252.03,0,29.92,281.95,Y,N
ORD202503015403,CUST151947,REST15962,DP14156,10-03-2025 12.07,531.63,32.76,43.94,542.82,N,N
ORD202503019336,CUST001955,REST06744,,10-03-2025 12.08,0,0,0,0,N,Y
ORD202503011150,CUST049870,REST19830,DP08497,10-03-2025 12.10,223.42,38.93,23.89,208.39,N,N
ORD202503008588,CUST100156,REST01081,DP07493,10-03-2025 12.10,356.74,0,34.55,391.28,N,N
ORD202503012222,CUST058584,REST11086,DP03354,10-03-2025 12.10,259.82,0,35.79,295.61,N,N
ORD202503024320,CUST113333,REST02811,DP03306,10-03-2025 12.10,268.29,18.52,23.74,273.52,N,N
ORD202503013442,CUST056272,REST02250,DP02123,10-03-2025 12.11,400.79,97.01,22.91,326.69,N,N
ORD202503008691,CUST048103,REST16990,,10-03-2025 12.13,0,0,0,0,N,Y
ORD202503010115,CUST059536,REST16558,DP02373,10-03-2025 12.13,340.4,25.71,22.49,337.18,Y,N
ORD202503019208,CUST062769,REST15912,DP03516,10-03-2025 12.13,218.33,0,35.11,253.44,N,N
ORD202503023997,CUST197989,REST03292,DP03944,10-03-2025 12.13,584.42,0,37.96,622.38,N,N
ORD202503020849,CUST148093,REST13483,DP06587,10-03-2025 12.14,540.98,0,37.66,578.64,N,N
ORD202503010532,CUST175538,REST14874,DP00436,10-03-2025 12.15,301.09,0,33.61,334.71,Y,N
ORD202503020418,CUST069294,REST06483,DP02881,10-03-2025 12.15,684.4,0,21.69,706.09,N,N
ORD202503002913,CUST109288,REST11253,DP13684,10-03-2025 12.15,297.49,0,35.06,332.54,Y,N
ORD202503007957,CUST156456,REST05571,DP10637,10-03-2025 12.16,310.65,0,24.77,335.42,N,N
ORD202503011149,CUST107424,REST11149,DP04757,10-03-2025 12.17,270.62,0,22.39,293.01,N,N
ORD202503010883,CUST153047,REST17735,DP07459,10-03-2025 12.19,549.9,0,44.01,593.91,Y,N
ORD202503019221,CUST088293,REST07989,DP02592,10-03-2025 12.19,276.48,53.1,25.28,248.66,N,N
ORD202503021432,CUST142881,REST10505,DP10406,10-03-2025 12.21,191.06,20.23,41.04,211.88,N,N
ORD202503001335,CUST049409,REST19271,DP03602,10-03-2025 12.22,458.37,109.35,24.22,373.24,Y,N
ORD202503017417,CUST073843,REST11687,DP05112,10-03-2025 12.22,401.13,0,27.6,428.74,Y,N
ORD202503024126,CUST127109,REST18952,DP04123,10-03-2025 12.22,397.04,0,23.47,420.51,Y,N
ORD202503008660,CUST189177,REST16618,DP08981,10-03-2025 12.22,220.97,0,43.67,264.64,Y,N
ORD202503016458,CUST081371,REST09874,DP09330,10-03-2025 12.23,257.55,0,39.8,297.35,Y,N
ORD202503010337,CUST168788,REST19889,DP12544,10-03-2025 12.24,379.86,0,28.31,408.17,N,N
ORD202503017118,CUST057356,REST06563,DP04676,10-03-2025 12.24,283.04,0,28.46,311.5,Y,N
ORD202503023874,CUST002636,REST17075,DP10599,10-03-2025 12.24,182.13,15.37,43.16,209.93,Y,N
ORD202503017892,CUST006297,REST05317,,10-03-2025 12.25,0,0,0,0,N,Y
ORD202503014657,CUST053399,REST01276,DP09958,10-03-2025 12.26,378.03,0,34.33,412.36,Y,N
ORD202503017208,CUST053917,REST06278,DP14328,10-03-2025 12.29,484.07,0,20.04,504.12,N,N
ORD202503023573,CUST074053,REST07022,DP07700,10-03-2025 12.30,525.37,0,30.5,555.87,N,N
ORD202503008083,CUST134956,REST13046,DP08230,10-03-2025 12.30,304.4,0,27.93,332.33,N,N
ORD202503003543,CUST028241,REST15406,DP09454,10-03-2025 12.30,285.96,0,23.31,309.28,N,N
ORD202503003565,CUST083588,REST05844,DP03858,10-03-2025 12.32,435.95,63.94,30.59,402.6,Y,N
ORD202503000983,CUST026417,REST17010,DP00295,10-03-2025 12.33,161.06,29.76,22.59,153.89,Y,N
ORD202503019836,CUST132013,REST11959,DP08193,10-03-2025 12.33,197.9,24.36,43.07,216.61,N,N
ORD202503014042,CUST071857,REST13453,DP02698,10-03-2025 12.33,407.16,0,28.49,435.65,N,N
ORD202503013352,CUST139937,REST15879,DP12728,10-03-2025 12.33,268.65,0,35.86,304.52,N,N
ORD202503022340,CUST039305,REST08468,DP05631,10-03-2025 12.34,276.48,21.59,36,290.89,N,N
ORD202503010572,CUST065719,REST05829,DP00865,10-03-2025 12.35,351.17,0,35.36,386.53,N,N
ORD202503016725,CUST073811,REST03298,DP12303,10-03-2025 12.35,254.45,0,33.02,287.47,Y,N
ORD202503006796,CUST171826,REST10443,DP02275,10-03-2025 12.36,278.3,0,39.74,318.04,N,N
ORD202503018807,CUST130121,REST14087,DP09730,10-03-2025 12.36,238.01,0,22.31,260.32,N,N
ORD202503023033,CUST167948,REST16618,DP06017,10-03-2025 12.37,396.11,87.81,40.04,348.33,Y,N
ORD202503021621,CUST106037,REST18823,DP10434,10-03-2025 12.39,237.98,16.06,37.6,259.53,N,N
ORD202503010513,CUST079929,REST14693,DP07537,10-03-2025 12.39,270.63,0,35.6,306.23,N,N
ORD202503024909,CUST120593,REST07323,DP00212,10-03-2025 12.40,0,0,0,0,N,Y
ORD202503014728,CUST134795,REST06085,DP05599,10-03-2025 12.40,458.24,67.97,43.46,433.74,Y,N
ORD202503013768,CUST158881,REST02171,DP13344,10-03-2025 12.41,0,0,0,0,Y,Y
ORD202503011866,CUST166641,REST05762,,10-03-2025 12.41,0,0,0,0,Y,Y
ORD202503014840,CUST028588,REST17126,DP04439,10-03-2025 12.41,452.47,0,23.71,476.18,N,N
ORD202503005607,CUST122313,REST13415,DP01158,10-03-2025 12.42,299.66,0,28.26,327.92,N,N
ORD202503007354,CUST076193,REST02507,DP00618,10-03-2025 12.42,636.64,0,31.57,668.21,N,N
ORD202503022548,CUST039175,REST00051,DP07948,10-03-2025 12.42,226.47,22.24,23.68,227.91,Y,N
ORD202503014899,CUST137930,REST11915,DP09247,10-03-2025 12.42,365.76,81.73,38.44,322.47,N,N
ORD202503021875,CUST114669,REST05067,DP10411,10-03-2025 12.44,302.16,60.97,25.97,267.15,Y,N
ORD202503017505,CUST102029,REST01271,DP13255,10-03-2025 12.45,556.09,124.08,35.14,467.15,Y,N
ORD202503014088,CUST133831,REST13405,DP07703,10-03-2025 12.46,441.26,90.36,35.83,386.74,N,N
ORD202503009236,CUST000027,REST04614,DP05529,10-03-2025 12.47,141.79,0,21.78,163.57,N,N
ORD202503019104,CUST161222,REST16407,DP07841,10-03-2025 12.47,391.03,0,41.04,432.07,N,N
ORD202503017419,CUST098834,REST14391,DP00977,10-03-2025 12.48,416.22,0,35.05,451.28,N,N
ORD202503007591,CUST035188,REST10893,DP03732,10-03-2025 12.49,482.69,0,34.1,516.79,N,N
ORD202503019741,CUST092640,REST08383,DP07031,10-03-2025 12.50,272.93,50.45,42.55,265.03,Y,N
ORD202503015242,CUST029526,REST05025,DP08370,10-03-2025 12.51,143.75,21.39,39.35,161.7,N,N
ORD202503023671,CUST066102,REST17319,DP02439,10-03-2025 12.52,244.28,0,20.08,264.36,N,N
ORD202503018067,CUST036269,REST13562,DP04192,10-03-2025 12.52,357.79,60.27,38.65,336.18,N,N
ORD202503018109,CUST162263,REST19043,DP00597,10-03-2025 12.52,206.72,0,33.99,240.71,N,N
ORD202503011314,CUST110475,REST11642,DP07928,10-03-2025 12.52,398.48,0,36.59,435.07,N,N
ORD202503022914,CUST135735,REST11090,DP03945,10-03-2025 12.52,460.25,106.42,26.72,380.55,N,N
ORD202503009141,CUST171149,REST05277,DP14624,10-03-2025 12.53,278.39,29.11,20.32,269.6,N,N
ORD202503015197,CUST046358,REST19271,DP01842,10-03-2025 12.53,238.18,0,20.01,258.19,Y,N
ORD202503022773,CUST153937,REST19387,DP09010,10-03-2025 12.53,683.47,68.48,42.44,657.43,N,N
ORD202503004996,CUST130659,REST15003,DP03874,10-03-2025 12.54,250.55,48.77,23.33,225.1,N,N
ORD202503017403,CUST035269,REST13067,DP10608,10-03-2025 12.55,214.28,10.99,30.4,233.69,N,N
ORD202503000854,CUST054744,REST09529,DP11664,10-03-2025 12.55,517.41,0,28.69,546.11,N,N
ORD202503022565,CUST104398,REST03927,DP09827,10-03-2025 12.55,121.51,8,26.65,140.17,N,N
ORD202503015577,CUST162396,REST19256,DP07379,10-03-2025 12.55,210.16,41.81,22.5,190.85,Y,N
ORD202503011911,CUST116221,REST02723,DP06292,10-03-2025 12.56,288.96,0,38.54,327.5,Y,N
ORD202503006803,CUST053251,REST10129,DP14361,10-03-2025 12.57,279.19,0,39.57,318.76,N,N
ORD202503020927,CUST109005,REST03830,DP09753,10-03-2025 12.57,198.69,0,44.31,243,N,N
ORD202503003941,CUST163183,REST10343,DP08136,10-03-2025 12.57,341.85,52.08,31.59,321.35,N,N
ORD202503006606,CUST099460,REST06913,DP07249,10-03-2025 12.59,298.7,0,31.12,329.82,N,N
ORD202503008228,CUST008777,REST04979,DP12644,10-03-2025 12.59,398.15,0,24.82,422.98,N,N
ORD202503018542,CUST182485,REST07722,DP00529,10-03-2025 13.00,294.71,65.73,31.55,260.53,Y,N
ORD202503009646,CUST087617,REST11897,DP12278,10-03-2025 13.01,489.98,61.12,38.88,467.74,Y,N
ORD202503005818,CUST174220,REST00949,DP03166,10-03-2025 13.02,695.58,0,40.13,735.71,N,N
ORD202503000154,CUST189785,REST17679,DP13499,10-03-2025 13.02,320.28,0,34.83,355.11,Y,N
ORD202503022830,CUST047512,REST06723,DP00556,10-03-2025 13.03,174.35,0,38.56,212.9,N,N
ORD202503022281,CUST023954,REST15825,DP12938,10-03-2025 13.03,427.66,92.99,36.44,371.11,Y,N
ORD202503005493,CUST120675,REST05809,DP00103,10-03-2025 13.03,395.79,28.59,22.76,389.96,N,N
ORD202503001409,CUST083448,REST11246,DP10706,10-03-2025 13.04,584.94,0,24.46,609.41,N,N
ORD202503023779,CUST090080,REST15323,DP12640,10-03-2025 13.04,276.87,55.73,34.27,255.4,Y,N
ORD202503005487,CUST136693,REST09620,DP12464,10-03-2025 13.06,371.76,0,24.02,395.78,N,N
ORD202503023243,CUST124970,REST16113,DP14779,10-03-2025 13.08,362.26,61.79,25.58,326.06,N,N
ORD202503004950,CUST090753,REST11235,DP09193,10-03-2025 13.08,286.98,0,29.46,316.44,N,N
ORD202503010950,CUST011873,REST17477,DP11257,10-03-2025 13.09,311.5,0,40.49,351.98,N,N
ORD202503020861,CUST020908,REST11017,DP10748,10-03-2025 13.09,500.15,35.48,30,494.67,Y,N
ORD202503005794,CUST198516,REST04005,DP13239,10-03-2025 13.09,429.16,0,35.12,464.28,Y,N
ORD202503014077,CUST079814,REST04172,DP08690,10-03-2025 13.09,176.52,40.15,25.31,161.68,N,N
ORD202503024774,CUST153309,REST01840,DP00642,10-03-2025 13.09,192.43,33.54,23.99,182.89,N,N
ORD202503013122,CUST001843,REST14938,DP01649,10-03-2025 13.13,543.71,0,22.96,566.67,N,N
ORD202503017412,CUST195222,REST07466,DP12470,10-03-2025 13.13,254.27,29.28,20.29,245.28,N,N
ORD202503005749,CUST169596,REST08564,DP08735,10-03-2025 13.15,363.15,64.68,41.47,339.93,N,N
ORD202503004025,CUST083132,REST13441,DP02886,10-03-2025 13.15,261.51,22.33,41.41,280.59,N,N
ORD202503021584,CUST059568,REST14039,DP04231,10-03-2025 13.16,0,0,0,0,Y,Y
ORD202503019595,CUST017128,REST07880,DP02067,10-03-2025 13.17,428.11,40.46,23.95,411.6,N,N
ORD202503012263,CUST060504,REST12289,DP04525,10-03-2025 13.18,383.96,0,31,414.97,N,N
ORD202503010244,CUST036201,REST01342,DP11473,10-03-2025 13.19,243.98,30.41,37.22,250.8,N,N
ORD202503005400,CUST013593,REST14608,DP10057,10-03-2025 13.19,238.44,22.94,35.15,250.66,N,N
ORD202503012328,CUST087263,REST19859,DP00185,10-03-2025 13.20,330.2,0,43.82,374.02,N,N
ORD202503011404,CUST122188,REST01171,DP07317,10-03-2025 13.20,284.26,40.02,44.57,288.81,N,N
ORD202503019969,CUST044897,REST15638,DP13723,10-03-2025 13.24,519.5,0,36.96,556.47,Y,N
ORD202503019101,CUST036073,REST09000,DP06733,10-03-2025 13.25,450.58,0,24.78,475.37,Y,N
ORD202503000192,CUST163779,REST14000,DP06548,10-03-2025 13.26,505.29,80.55,44.27,469.01,N,N
ORD202503011438,CUST142919,REST14587,DP10710,10-03-2025 13.26,387.53,0,36.31,423.84,Y,N
ORD202503021452,CUST035057,REST01379,DP13593,10-03-2025 13.26,232.31,28.74,36.92,240.48,Y,N
ORD202503020119,CUST158019,REST08365,DP11581,10-03-2025 13.26,308.64,0,26.39,335.03,Y,N
ORD202503018998,CUST176193,REST00741,DP01349,10-03-2025 13.26,254.48,51.61,37,239.87,Y,N
ORD202503017726,CUST187505,REST06085,,10-03-2025 13.27,0,0,0,0,N,Y
ORD202503010090,CUST066488,REST17754,DP02628,10-03-2025 13.30,491.89,0,27.83,519.71,N,N
ORD202503001530,CUST082693,REST00262,DP11645,10-03-2025 13.30,329.82,64.36,24.14,289.61,N,N
ORD202503019338,CUST109718,REST11636,DP09165,10-03-2025 13.32,252.22,39.06,24.42,237.58,N,N
ORD202503005155,CUST063853,REST02815,DP11247,10-03-2025 13.32,367.35,0,37.61,404.96,N,N
ORD202503005189,CUST068337,REST17960,DP14212,10-03-2025 13.34,400.68,0,36.7,437.38,N,N
ORD202503002840,CUST143210,REST17032,DP01381,10-03-2025 13.35,448.42,0,26.38,474.8,N,N
ORD202503018927,CUST166330,REST11247,DP02560,10-03-2025 13.35,330.89,0,21.72,352.61,N,N
ORD202503005065,CUST085057,REST04763,DP09378,10-03-2025 13.36,242.6,43.68,43.8,242.72,Y,N
ORD202503005426,CUST182300,REST18489,DP06740,10-03-2025 13.37,219.83,32.44,32.38,219.76,Y,N
ORD202503004794,CUST069502,REST07625,DP06901,10-03-2025 13.39,414.49,0,22.17,436.66,N,N
ORD202503024418,CUST065155,REST08866,DP01390,10-03-2025 13.40,159.8,0,41,200.8,N,N
ORD202503000114,CUST078565,REST19781,DP00524,10-03-2025 13.40,459.18,28.29,42.8,473.68,N,N
ORD202503021683,CUST026841,REST05789,,10-03-2025 13.41,0,0,0,0,N,Y
ORD202503021688,CUST035877,REST06630,DP04312,10-03-2025 13.41,490.67,0,21.62,512.29,N,N
ORD202503002640,CUST157468,REST04834,DP02182,10-03-2025 13.43,312.81,0,21.04,333.84,Y,N
ORD202503020103,CUST177566,REST06756,DP01821,10-03-2025 13.44,157.83,0,22.78,180.61,N,N
ORD202503014577,CUST142208,REST09938,DP11744,10-03-2025 13.46,329.2,0,22.06,351.25,N,N
ORD202503014962,CUST159165,REST03844,DP13175,10-03-2025 13.47,0,0,0,0,N,Y
ORD202503013598,CUST025350,REST17944,DP07621,10-03-2025 13.48,133.22,0,35.02,168.23,Y,N
ORD202503023370,CUST108836,REST12827,DP07371,10-03-2025 13.48,359.81,0,44.32,404.13,N,N
ORD202503007959,CUST038155,REST15217,DP05884,10-03-2025 13.48,305.42,28.28,39.54,316.69,Y,N
ORD202503013459,CUST171674,REST14888,DP09471,10-03-2025 13.49,374.51,0,39.35,413.86,Y,N
ORD202503019527,CUST150687,REST14594,DP05592,10-03-2025 13.49,474.33,0,28.41,502.74,N,N
ORD202503005640,CUST055193,REST03642,DP03694,10-03-2025 13.51,334.95,0,36.06,371.01,N,N
ORD202503004087,CUST097138,REST17310,DP01187,10-03-2025 13.51,345.67,0,24.01,369.68,N,N
ORD202503009322,CUST120426,REST11054,DP08173,10-03-2025 13.51,385.75,0,36.74,422.49,Y,N
ORD202503008135,CUST123861,REST14635,DP13041,10-03-2025 13.53,311.58,61.53,20.46,270.51,Y,N
ORD202503024311,CUST003258,REST10936,DP11566,10-03-2025 13.53,322.1,0,27.04,349.14,N,N
ORD202503024582,CUST165893,REST19756,DP08655,10-03-2025 13.53,308.6,49.09,27.35,286.86,N,N
ORD202503007079,CUST140566,REST19866,DP08799,10-03-2025 13.54,222.75,34.44,43.92,232.23,N,N
ORD202503019368,CUST037980,REST15355,DP14443,10-03-2025 13.54,254.98,0,36.85,291.83,N,N
ORD202503020398,CUST058515,REST18974,DP12173,10-03-2025 13.54,481.27,0,29.42,510.69,Y,N
ORD202503004280,CUST197366,REST18496,DP03399,10-03-2025 13.55,0,0,0,0,N,Y
ORD202503022298,CUST011496,REST17220,DP03748,10-03-2025 13.55,514.22,62.59,33.01,484.64,Y,N
ORD202503014646,CUST196350,REST02275,DP02155,10-03-2025 13.55,400.35,0,22.2,422.54,N,N
ORD202503017727,CUST084078,REST05623,DP04241,10-03-2025 13.56,335.53,0,34.75,370.28,N,N
ORD202503021054,CUST041886,REST14859,DP04667,10-03-2025 13.56,369.77,0,30.7,400.47,Y,N
ORD202503015670,CUST090599,REST05814,DP10654,10-03-2025 13.56,285.43,0,36.46,321.89,Y,N
ORD202503014372,CUST064371,REST17914,DP14269,10-03-2025 13.57,410.86,0,35.21,446.08,N,N
ORD202503024805,CUST128099,REST07449,DP09539,10-03-2025 13.57,280.9,0,28.38,309.28,Y,N
ORD202503016329,CUST053312,REST02775,DP01308,10-03-2025 13.59,585.42,0,31.06,616.48,N,N
ORD202503004459,CUST070178,REST08525,DP10672,10-03-2025 13.59,358.39,0,36.7,395.1,N,N
ORD202503013289,CUST133846,REST04751,DP12241,10-03-2025 13.59,574.85,0,32.09,606.95,N,N
ORD202503024428,CUST141868,REST16187,DP12820,10-03-2025 14.01,395.4,0,35.37,430.78,Y,N
ORD202503008343,CUST098936,REST13136,DP02784,10-03-2025 14.01,762.42,108.82,30.25,683.85,N,N
ORD202503010753,CUST180040,REST17487,DP14114,10-03-2025 14.01,208.19,43.75,25.43,189.87,N,N
ORD202503003478,CUST007453,REST05630,DP05787,10-03-2025 14.02,365.05,0,21.03,386.08,N,N
ORD202503023344,CUST030767,REST10830,,10-03-2025 14.03,0,0,0,0,N,Y
ORD202503003030,CUST054912,REST10751,DP08441,10-03-2025 14.03,313.54,0,32.14,345.68,Y,N
ORD202503007921,CUST092093,REST12909,DP04868,10-03-2025 14.03,326.13,0,40.35,366.47,N,N
ORD202503007083,CUST143421,REST18551,,10-03-2025 14.05,0,0,0,0,N,Y
ORD202503022683,CUST044817,REST16215,DP04436,10-03-2025 14.07,636.38,0,20.29,656.67,N,N
ORD202503021819,CUST193407,REST00360,DP03688,10-03-2025 14.07,419.1,0,37.18,456.28,Y,N
ORD202503005461,CUST012714,REST16420,DP05261,10-03-2025 14.07,353.6,0,24.5,378.1,N,N
ORD202503013953,CUST117910,REST19322,DP14691,10-03-2025 14.08,342.52,0,26.5,369.02,N,N
ORD202503022013,CUST041134,REST19234,DP01519,10-03-2025 14.08,285.82,62.56,25.43,248.69,N,N
ORD202503011081,CUST074571,REST16759,DP02075,10-03-2025 14.08,547.86,0,37.44,585.3,N,N
ORD202503015521,CUST072924,REST16030,DP06482,10-03-2025 14.08,184.79,15.16,34.56,204.19,Y,N
ORD202503013688,CUST066387,REST16677,DP08846,10-03-2025 14.09,304.8,39.66,30.61,295.75,N,N
ORD202503013066,CUST144597,REST15675,DP07032,10-03-2025 14.09,292.46,14.96,27.55,305.04,Y,N
ORD202503017361,CUST016007,REST16077,DP11593,10-03-2025 14.10,368.38,0,40.93,409.32,Y,N
ORD202503019979,CUST044038,REST04670,DP02296,10-03-2025 14.11,287.2,0,33.51,320.71,N,N
ORD202503002585,CUST043516,REST11746,DP05401,10-03-2025 14.13,368.63,0,44.76,413.39,N,N
ORD202503013659,CUST193617,REST04819,DP07266,10-03-2025 14.13,497.46,40.4,23.39,480.45,Y,N
ORD202503016974,CUST006478,REST13668,DP11150,10-03-2025 14.13,222.77,0,28.31,251.08,N,N
ORD202503024189,CUST037011,REST06823,DP04707,10-03-2025 14.14,452.93,97.15,36.62,392.4,N,N
ORD202503000700,CUST074043,REST15287,DP07199,10-03-2025 14.14,264.36,47.74,20.83,237.45,N,N
ORD202503018565,CUST058105,REST10569,DP08655,10-03-2025 14.14,176.11,19.84,22.77,179.03,N,N
ORD202503019293,CUST045123,REST09439,DP07531,10-03-2025 14.15,450.72,53.22,27.42,424.92,N,N
ORD202503009498,CUST098105,REST14316,DP12984,10-03-2025 14.16,348.41,57.81,23.05,313.65,N,N
ORD202503023035,CUST103198,REST03630,DP04548,10-03-2025 14.17,287.67,0,24.97,312.64,N,N
ORD202503008765,CUST155573,REST05752,DP11735,10-03-2025 14.17,899.9,51.69,35.54,883.75,Y,N
ORD202503004267,CUST182350,REST05372,DP10965,10-03-2025 14.17,255.63,0,39.73,295.36,N,N
ORD202503019072,CUST055264,REST05720,,10-03-2025 14.18,0,0,0,0,N,Y
ORD202503001522,CUST183633,REST11962,DP04047,10-03-2025 14.19,326.91,0,39.96,366.87,Y,N
ORD202503019580,CUST066212,REST13598,DP08331,10-03-2025 14.19,384.03,32.77,32.76,384.02,N,N
ORD202503015821,CUST121722,REST05875,DP00119,10-03-2025 14.20,168.53,0,20.92,189.45,N,N
ORD202503013844,CUST059965,REST11528,DP02588,10-03-2025 14.22,305.67,0,39.19,344.87,N,N
ORD202503015719,CUST187430,REST18564,DP04562,10-03-2025 14.23,257.02,33.24,29.59,253.37,N,N
ORD202503005988,CUST022426,REST19148,DP08882,10-03-2025 14.23,567.89,0,29.52,597.4,N,N
ORD202503009560,CUST123141,REST11307,DP03680,10-03-2025 14.23,300.2,57.78,23.92,266.34,N,N
ORD202503000664,CUST127348,REST03440,DP10026,10-03-2025 14.24,508.34,28.18,26.14,506.29,N,N
ORD202503021412,CUST130108,REST06824,DP08073,10-03-2025 14.25,369.84,0,41.61,411.45,Y,N
ORD202503019604,CUST117378,REST16054,DP14560,10-03-2025 14.25,365.25,0,35.58,400.83,N,N
ORD202503012412,CUST067823,REST05181,DP00487,10-03-2025 14.25,474.51,0,31.19,505.71,N,N
ORD202503024792,CUST081868,REST06687,DP14227,10-03-2025 14.26,509.02,0,35.01,544.03,Y,N
ORD202503007198,CUST154891,REST11653,,10-03-2025 14.26,0,0,0,0,N,Y
ORD202503005385,CUST194833,REST01941,DP10998,10-03-2025 14.26,151.05,0,24.72,175.77,Y,N
ORD202503024938,CUST058513,REST19394,DP07791,10-03-2025 14.26,222.8,0,36.4,259.2,N,N
ORD202503019301,CUST142957,REST09257,DP01545,10-03-2025 14.27,350.99,52.72,41.92,340.2,N,N
ORD202503007026,CUST076593,REST18387,DP08230,10-03-2025 14.27,342.7,0,25.51,368.21,N,N
ORD202503017821,CUST063748,REST19703,DP00523,10-03-2025 14.28,336.14,0,20.66,356.8,N,N
ORD202503012047,CUST044928,REST03967,DP07806,10-03-2025 14.28,162.63,0,28.35,190.99,N,N
ORD202503019417,CUST173788,REST14402,DP07027,10-03-2025 14.30,268.95,0,32.32,301.27,Y,N
ORD202503020585,CUST021217,REST11144,DP09895,10-03-2025 14.31,408.45,0,31,439.45,N,N
ORD202503019037,CUST079237,REST19769,DP13425,10-03-2025 14.33,332.71,72.77,42.12,302.06,Y,N
ORD202503024493,CUST166682,REST19707,DP13003,10-03-2025 14.33,230.47,37.92,21.43,213.98,N,N
ORD202503006964,CUST142428,REST00857,DP04553,10-03-2025 14.33,495.22,0,41.19,536.41,N,N
ORD202503007143,CUST189202,REST01796,DP12767,10-03-2025 14.33,188.27,0,33.54,221.81,N,N
ORD202503013610,CUST178508,REST06015,DP06260,10-03-2025 14.33,702.38,83.07,42.95,662.26,N,N
ORD202503015148,CUST085312,REST13144,DP06684,10-03-2025 14.34,356.49,0,29.39,385.89,Y,N
ORD202503013840,CUST052764,REST13728,DP02193,10-03-2025 14.34,400.53,0,34.94,435.47,N,N
ORD202503000790,CUST012589,REST08116,DP00606,10-03-2025 14.34,319.44,0,23.5,342.94,N,N
ORD202503004092,CUST055420,REST02920,DP13219,10-03-2025 14.35,273.15,61.73,26.12,237.54,Y,N
ORD202503008819,CUST179831,REST05680,DP07679,10-03-2025 14.35,610.38,138.53,22.2,494.05,N,N
ORD202503006694,CUST194584,REST09928,DP14968,10-03-2025 14.35,428.59,0,39.78,468.36,N,N
ORD202503011293,CUST140834,REST08982,DP07478,10-03-2025 14.36,276.14,0,30.5,306.64,N,N
ORD202503009743,CUST107489,REST02011,DP07268,10-03-2025 14.36,225.55,0,44.88,270.43,Y,N
ORD202503003606,CUST058355,REST01495,DP01204,10-03-2025 14.37,636.35,121.24,33.56,548.68,N,N
